ACCOUNT_RK;INTERNAL_ORG_ORIGINAL_RK;LOAN_AMOUNT;APPLICATION_DT
-61398080;47844;30000.00;2017-03-06 00:00:00
-60162699;15531;252000.00;2017-01-09 00:00:00
-61483477;51159;430000.00;2017-03-13 00:00:00
-61094381;-1;1321740.16;2017-01-21 00:00:00
-61095289;-1;1024640.42;2017-01-22 00:00:00
-61508344;34916;135000.00;2017-03-15 00:00:00
-61594945;16162;40000.00;2017-03-22 00:00:00
-61595126;16162;40000.00;2017-03-22 00:00:00
-60418620;20486;50000.00;2017-02-01 00:00:00
-61288603;4922;190000.00;2017-02-26 00:00:00
-61288884;4922;190000.00;2017-02-26 00:00:00
-61289118;4922;190000.00;2017-02-26 00:00:00
31083215;4922;190000.00;2017-02-26 00:00:00
-61288555;4922;190000.00;2017-02-26 00:00:00
-60181343;51836;170000.00;2017-01-10 00:00:00
-60325055;46460;5000.00;2017-01-24 00:00:00
-61597581;14433;50000.00;2017-03-22 00:00:00
-61597871;14433;69199.00;2017-03-22 00:00:00
-60462201;4301;90000.00;2017-02-06 00:00:00
-60462331;4301;89407.93;2017-02-06 00:00:00
-61097034;-1;1290000.00;2017-01-20 00:00:00
30269555;47317;143639.65;2017-01-28 00:00:00
30269625;47317;0.10;2017-01-28 00:00:00
-60324916;47317;160000.00;2017-01-24 00:00:00
-61336302;22133;75000.00;2017-03-01 00:00:00
-61312544;34535;42278.48;2017-02-28 00:00:00
-61312403;34535;43000.00;2017-02-28 00:00:00
-61344016;34535;42278.48;2017-02-28 00:00:00
-60403399;49601;50000.00;2017-01-31 00:00:00
30293835;49601;0.10;2017-01-31 00:00:00
30293766;49601;9999.00;2017-01-31 00:00:00
-60271768;13889;350000.00;2017-01-19 00:00:00
-61321924;34867;229985.29;2017-02-28 00:00:00
-61322443;34867;0.10;2017-02-28 00:00:00
-61321676;34867;100000.00;2017-02-28 00:00:00
31145371;34867;229985.29;2017-02-28 00:00:00
-60235462;50733;29550.00;2017-01-16 00:00:00
30161869;46237;0.10;2017-01-20 00:00:00
-60276823;46237;30000.00;2017-01-19 00:00:00
30161814;46237;53484.57;2017-01-20 00:00:00
-60276901;46237;53484.57;2017-01-19 00:00:00
-60281159;46237;53484.57;2017-01-20 00:00:00
30107378;51836;4999.00;2017-01-16 00:00:00
-60234497;51836;75000.00;2017-01-16 00:00:00
30107427;51836;0.10;2017-01-16 00:00:00
30043941;50413;20000.00;2017-01-09 00:00:00
-60162040;50413;53000.00;2017-01-09 00:00:00
30043910;50413;52169.62;2017-01-09 00:00:00
-61449862;22133;77000.00;2017-03-10 00:00:00
-60905081;53264;10000.00;2017-02-11 00:00:00
30408443;53264;10000.00;2017-02-11 00:00:00
-61456059;58006;100000.00;2017-03-11 00:00:00
-61478114;58006;100000.00;2017-03-13 00:00:00
-61477855;58006;100000.00;2017-03-13 00:00:00
-61522145;4655;73000.00;2017-03-16 00:00:00
-60401306;30835;150000.00;2017-01-31 00:00:00
31001205;52703;126661.79;2017-02-17 00:00:00
-61197373;52703;90000.00;2017-02-17 00:00:00
-60902033;70;50000.00;2017-02-10 00:00:00
-61209435;759;54000.00;2017-02-18 00:00:00
-61318114;13906;100000.00;2017-02-28 00:00:00
-61235009;15635;100000.00;2017-02-20 00:00:00
31412181;49176;134000.00;2017-03-25 00:00:00
31412188;49176;15000.00;2017-03-25 00:00:00
-61641937;49176;134000.00;2017-03-25 00:00:00
-61642033;49176;15000.00;2017-03-25 00:00:00
-60297678;12717;10000.00;2017-01-21 00:00:00
-61144466;51836;48000.00;2017-02-13 00:00:00
30419200;51836;0.10;2017-02-13 00:00:00
30419074;51836;42937.80;2017-02-13 00:00:00
-61250180;57969;10000.00;2017-02-21 00:00:00
-61092800;-1;409717.03;2017-01-17 00:00:00
-61336115;20315;200000.00;2017-03-01 00:00:00
-61337289;20315;247407.98;2017-03-01 00:00:00
31290087;47554;15000.00;2017-03-10 00:00:00
-60153475;49334;71500.00;2017-01-06 00:00:00
30025804;49334;70873.42;2017-01-06 00:00:00
-61268340;51159;310000.00;2017-02-22 00:00:00
-61481287;59232;90000.00;2017-03-13 00:00:00
-60156338;47465;100000.00;2017-01-06 00:00:00
-61481353;59232;60000.00;2017-03-13 00:00:00
-61481219;59232;250000.00;2017-03-13 00:00:00
-61478898;59232;250000.00;2017-03-13 00:00:00
-61481244;59232;90000.00;2017-03-13 00:00:00
31257313;59232;60000.00;2017-03-13 00:00:00
-61138555;-1;321500.00;2017-02-09 00:00:00
-61411313;13434;88000.00;2017-03-07 00:00:00
31288515;13434;86960.76;2017-03-07 00:00:00
-61411437;13434;86960.76;2017-03-07 00:00:00
-60479413;47254;10000.00;2017-02-07 00:00:00
-60479557;47254;10000.00;2017-02-07 00:00:00
-61234272;51882;297608.16;2017-02-20 00:00:00
-61233573;51882;300000.00;2017-02-20 00:00:00
-61315672;22817;52000.00;2017-02-28 00:00:00
31102774;22817;66116.47;2017-02-28 00:00:00
31291700;32840;0.10;2017-03-16 00:00:00
-61517602;32840;40000.00;2017-03-16 00:00:00
31291640;32840;37881.18;2017-03-16 00:00:00
-60421984;49846;299116.03;2017-02-01 00:00:00
-60421705;49846;299000.00;2017-02-01 00:00:00
31056450;35054;299940.52;2017-02-22 00:00:00
-61261057;15663;300000.00;2017-02-22 00:00:00
-61261386;35054;299940.52;2017-02-22 00:00:00
-60707673;50415;114000.00;2017-02-08 00:00:00
-60708539;50415;116683.08;2017-02-08 00:00:00
-61436177;58236;140000.00;2017-03-09 00:00:00
-60179193;49625;255000.00;2017-01-10 00:00:00
-61541215;50472;40000.00;2017-03-17 00:00:00
31309915;50472;40000.00;2017-03-17 00:00:00
31310090;50472;0.10;2017-03-17 00:00:00
-61542263;50472;0.10;2017-03-17 00:00:00
30219866;48889;15000.00;2017-01-24 00:00:00
-60329511;48889;15000.00;2017-01-24 00:00:00
-60323703;15544;25000.00;2017-01-24 00:00:00
31337470;49605;70883.29;2017-03-20 00:00:00
31337702;49605;0.10;2017-03-20 00:00:00
31337763;49605;15000.00;2017-03-20 00:00:00
-61567071;49605;75000.00;2017-03-20 00:00:00
-61285833;50060;600000.00;2017-02-25 00:00:00
-61530673;30590;98500.00;2017-03-17 00:00:00
-60326517;4536;74000.00;2017-01-24 00:00:00
31233048;53331;3719.97;2017-03-11 00:00:00
-61463050;53331;3499.00;2017-03-11 00:00:00
-61276617;58036;60000.00;2017-02-24 00:00:00
-61341808;58204;150000.00;2017-03-01 00:00:00
31109475;58204;156108.48;2017-03-01 00:00:00
-61446970;52703;288641.40;2017-03-10 00:00:00
-61446254;52703;299999.00;2017-03-10 00:00:00
-61446812;52703;299998.83;2017-03-10 00:00:00
-60434712;51928;54000.00;2017-02-02 00:00:00
-60469330;51928;78763.97;2017-02-06 00:00:00
31145483;22473;239299.13;2017-03-02 00:00:00
-60245943;51151;73441.99;2017-01-17 00:00:00
-60245674;51151;74000.00;2017-01-17 00:00:00
31040439;46264;3999.00;2017-02-21 00:00:00
-61244343;46264;140000.00;2017-02-21 00:00:00
-60402211;50297;156300.00;2017-01-31 00:00:00
-60402112;50297;156300.00;2017-01-31 00:00:00
-61189847;13234;40000.00;2017-02-16 00:00:00
-61242707;12939;20000.00;2017-02-21 00:00:00
-61242844;12939;19145.12;2017-02-21 00:00:00
-61486108;47262;30000.00;2017-03-14 00:00:00
30268476;50402;12906.71;2017-01-28 00:00:00
-60710042;48859;10000.00;2017-02-09 00:00:00
-60709999;48859;10000.00;2017-02-09 00:00:00
30021358;15210;0.10;2017-01-05 00:00:00
-60150407;15210;300000.00;2017-01-05 00:00:00
30021273;15210;4999.00;2017-01-05 00:00:00
-60150554;15210;299999.00;2017-01-05 00:00:00
-60377901;50415;70000.00;2017-01-28 00:00:00
-61468438;48860;250960.93;2017-03-13 00:00:00
-61408517;22247;324679.79;2017-02-27 00:00:00
-61305231;22247;250000.00;2017-02-27 00:00:00
-61305424;22247;135300.25;2017-02-27 00:00:00
-61268406;22146;133200.00;2017-02-22 00:00:00
-60266424;22817;60000.00;2017-01-19 00:00:00
31103489;30561;249747.46;2017-02-28 00:00:00
-61319119;30561;170000.00;2017-02-28 00:00:00
-60479385;14697;40000.00;2017-02-07 00:00:00
-60479384;14697;40001.18;2017-02-07 00:00:00
30364727;14697;10000.00;2017-02-07 00:00:00
-61553672;52858;741176.47;2017-03-18 00:00:00
31324264;52858;703296.70;2017-03-18 00:00:00
-61555022;52858;1.00;2017-03-18 00:00:00
-61504284;34572;39000.00;2017-03-15 00:00:00
-61505001;34572;51998.82;2017-03-15 00:00:00
-60714944;51173;220862.39;2017-02-09 00:00:00
-60427230;51173;364451.05;2017-02-01 00:00:00
30387660;51173;219900.00;2017-02-09 00:00:00
30387901;51173;0.10;2017-02-09 00:00:00
-60420302;51173;80000.00;2017-02-01 00:00:00
-60716870;51173;220762.39;2017-02-09 00:00:00
-61162513;22479;170000.00;2017-02-14 00:00:00
-60224333;46516;10000.00;2017-01-15 00:00:00
30088294;46516;10000.00;2017-01-15 00:00:00
-60294301;52570;255000.00;2017-01-21 00:00:00
-60420290;32887;60000.00;2017-02-01 00:00:00
-61291402;15931;60999.00;2017-02-27 00:00:00
-61291546;15931;69222.65;2017-02-27 00:00:00
-60405136;50475;50000.00;2017-01-31 00:00:00
-60405535;50475;74772.49;2017-01-31 00:00:00
-60389905;52703;250000.00;2017-01-30 00:00:00
-60390212;52703;239299.13;2017-01-30 00:00:00
-61539098;4682;85000.00;2017-03-17 00:00:00
-61539211;4682;77767.89;2017-03-17 00:00:00
-61246896;48892;70000.00;2017-02-21 00:00:00
-60335409;13771;137000.00;2017-01-25 00:00:00
31148628;46420;11030.41;2017-03-03 00:00:00
31148771;46420;20000.00;2017-03-03 00:00:00
-61368597;46420;7820.00;2017-03-03 00:00:00
-61369200;46420;20000.00;2017-03-03 00:00:00
-60168828;57811;150000.00;2017-01-09 00:00:00
31107623;15528;126661.79;2017-03-01 00:00:00
-61336245;15528;120000.00;2017-03-01 00:00:00
30231252;47419;0.10;2017-01-25 00:00:00
-60325508;47419;40000.00;2017-01-24 00:00:00
-60325875;47419;0.10;2017-01-24 00:00:00
30231214;47419;0.10;2017-01-25 00:00:00
-60324894;47419;40000.00;2017-01-24 00:00:00
30218600;47419;40000.00;2017-01-24 00:00:00
31077157;23289;4999.00;2017-02-25 00:00:00
31077175;23289;0.10;2017-02-25 00:00:00
30246366;32858;22942.80;2017-01-26 00:00:00
-60356879;32858;23000.00;2017-01-26 00:00:00
-60342573;32879;40000.00;2017-01-25 00:00:00
-61087724;-1;656250.00;2017-01-13 00:00:00
-60210239;52858;550000.00;2017-01-13 00:00:00
-60457203;59229;50000.00;2017-02-04 00:00:00
-60242553;15955;25000.00;2017-01-17 00:00:00
30132703;46229;4999.00;2017-01-17 00:00:00
-60249805;46229;50000.00;2017-01-17 00:00:00
-60705151;50332;60000.00;2017-02-08 00:00:00
30258826;34903;0.10;2017-01-27 00:00:00
-60371390;34903;40500.00;2017-01-27 00:00:00
30258739;34903;63463.28;2017-01-27 00:00:00
-61211264;46516;195000.00;2017-02-18 00:00:00
-60710432;22109;37583.02;2017-02-09 00:00:00
-60710197;22109;40000.00;2017-02-09 00:00:00
-61338802;53329;400000.00;2017-03-01 00:00:00
-60424958;30830;64940.00;2017-02-01 00:00:00
-60424942;30830;50000.00;2017-02-01 00:00:00
-61366765;19952;326807.45;2017-03-03 00:00:00
-61366310;19952;300000.00;2017-03-03 00:00:00
-61496793;58237;200000.00;2017-03-14 00:00:00
-61317842;16162;74000.00;2017-02-28 00:00:00
-61340095;22649;100000.00;2017-03-01 00:00:00
30977534;34881;10000.00;2017-02-15 00:00:00
-61172129;34881;10000.00;2017-02-15 00:00:00
-60231733;46495;245000.00;2017-01-16 00:00:00
-60253063;46495;239299.13;2017-01-16 00:00:00
-61615135;58949;74900.00;2017-03-23 00:00:00
31377369;58949;4999.00;2017-03-23 00:00:00
-61617313;52682;115000.00;2017-03-23 00:00:00
-61617686;52682;109614.18;2017-03-23 00:00:00
-60226797;57851;10291.65;2017-01-15 00:00:00
-60226757;57851;10300.00;2017-01-15 00:00:00
30322365;52872;0.10;2017-02-03 00:00:00
-60441513;52872;70000.00;2017-02-03 00:00:00
30322317;52872;4999.00;2017-02-03 00:00:00
30279902;4229;34617.09;2017-01-30 00:00:00
-60390507;4229;29290.00;2017-01-30 00:00:00
30280092;4229;0.10;2017-01-30 00:00:00
-61370610;50054;30000.00;2017-03-03 00:00:00
31149322;50054;30000.00;2017-03-03 00:00:00
31104881;4861;30000.00;2017-02-28 00:00:00
-60229942;46912;5.00;2017-01-16 00:00:00
31054114;50369;150000.00;2017-02-20 00:00:00
-61233941;50369;20000.00;2017-02-20 00:00:00
-61404713;34726;12990.00;2017-03-06 00:00:00
31178251;34726;12990.00;2017-03-06 00:00:00
-61439432;49948;30000.00;2017-03-09 00:00:00
31289317;49948;30000.00;2017-03-10 00:00:00
-61296101;47324;35000.00;2017-02-27 00:00:00
-61630649;22456;191000.00;2017-03-24 00:00:00
-60714637;32859;130000.00;2017-02-09 00:00:00
-60714815;32859;132159.55;2017-02-09 00:00:00
-60195458;46307;200000.00;2017-01-12 00:00:00
-61346463;4719;200000.00;2017-03-02 00:00:00
30419249;34488;10000.00;2017-02-13 00:00:00
-61144971;34488;10000.00;2017-02-13 00:00:00
-61512415;19646;170000.00;2017-03-15 00:00:00
31277518;19646;165451.01;2017-03-15 00:00:00
31277600;19646;0.10;2017-03-15 00:00:00
31183419;15778;67881.18;2017-03-07 00:00:00
-61422650;15778;67890.00;2017-03-07 00:00:00
31183517;15778;10000.00;2017-03-07 00:00:00
-60337345;48889;40001.00;2017-01-25 00:00:00
-60337096;48889;40001.00;2017-01-25 00:00:00
31394172;14393;10000.00;2017-03-22 00:00:00
-61598751;14393;10000.00;2017-03-22 00:00:00
-60462609;16261;28500.00;2017-02-06 00:00:00
-60699135;1619;41000.00;2017-02-08 00:00:00
-61641163;51151;300234.12;2017-03-24 00:00:00
-61630543;51151;250000.00;2017-03-24 00:00:00
30989435;47712;40486.59;2017-02-16 00:00:00
-61184605;47712;40500.00;2017-02-16 00:00:00
-60351855;36841;62997.61;2017-01-26 00:00:00
-60307548;36841;61000.00;2017-01-23 00:00:00
-61181584;4234;13899.00;2017-02-16 00:00:00
30987975;4234;15772.81;2017-02-16 00:00:00
-60334928;1620;75371.21;2017-01-25 00:00:00
-60334530;1620;51450.00;2017-01-25 00:00:00
30216573;1553;163566.58;2017-01-24 00:00:00
-60318833;1553;125000.00;2017-01-24 00:00:00
-60319384;1553;0.10;2017-01-24 00:00:00
-61246490;49722;47000.00;2017-02-21 00:00:00
31100266;132;89407.93;2017-02-27 00:00:00
-61302899;132;60000.00;2017-02-27 00:00:00
-60427689;1633;100000.00;2017-02-02 00:00:00
-60427695;1633;100000.00;2017-02-02 00:00:00
-60339037;13906;22275.00;2017-01-25 00:00:00
31131938;50331;197396.62;2017-03-02 00:00:00
-61346815;50331;198000.00;2017-03-02 00:00:00
-61466188;4407;150000.00;2017-03-12 00:00:00
-60216498;46413;350000.00;2017-01-14 00:00:00
-60906714;53331;21999.00;2017-02-11 00:00:00
-60906891;53331;22967.64;2017-02-11 00:00:00
-61232217;712;19882.35;2017-02-20 00:00:00
31027219;712;19882.35;2017-02-20 00:00:00
31027309;712;0.10;2017-02-20 00:00:00
-61207164;712;41410.59;2017-02-17 00:00:00
-61207010;712;50000.00;2017-02-17 00:00:00
31230448;4719;26999.00;2017-03-11 00:00:00
31230453;4719;20000.00;2017-03-11 00:00:00
-60216513;47717;60000.00;2017-01-14 00:00:00
30321521;52601;100000.00;2017-02-02 00:00:00
-60439251;52601;0.10;2017-02-03 00:00:00
-60433032;706;100000.00;2017-02-02 00:00:00
31253513;695;196394.51;2017-03-13 00:00:00
31253580;695;0.10;2017-03-13 00:00:00
-61469668;695;195000.00;2017-03-13 00:00:00
-61465546;4186;24400.00;2017-03-12 00:00:00
31239822;4186;24335.53;2017-03-12 00:00:00
31239844;4186;0.10;2017-03-12 00:00:00
-60697707;50072;485917.66;2017-02-08 00:00:00
-60480655;50072;485917.66;2017-02-07 00:00:00
-60700552;50072;322431.65;2017-02-08 00:00:00
-60699857;50072;362088.61;2017-02-08 00:00:00
30376380;50072;20000.00;2017-02-08 00:00:00
30375653;50072;319900.00;2017-02-08 00:00:00
-60478923;50072;400000.00;2017-02-07 00:00:00
-61532708;4138;4999.00;2017-03-17 00:00:00
31306746;4138;4999.00;2017-03-17 00:00:00
31306799;4138;0.10;2017-03-17 00:00:00
-61155060;695;200000.00;2017-02-14 00:00:00
-60365628;15013;99386.64;2017-01-27 00:00:00
-60357736;15013;86347.79;2017-01-26 00:00:00
30257150;15013;99386.64;2017-01-27 00:00:00
-60357429;15013;85000.00;2017-01-26 00:00:00
31071278;1662;300000.00;2017-02-24 00:00:00
-61226290;49209;485000.00;2017-02-20 00:00:00
-61256329;49209;484254.26;2017-02-20 00:00:00
-60271100;18966;10000.00;2017-01-19 00:00:00
30147517;18966;10000.00;2017-01-19 00:00:00
30025836;15688;10429.87;2017-01-06 00:00:00
-60153566;15688;10429.87;2017-01-06 00:00:00
-60153518;15688;9990.00;2017-01-06 00:00:00
31163102;58731;882352.94;2017-03-04 00:00:00
-61383426;58731;1.00;2017-03-04 00:00:00
-61105381;-1;498000.00;2017-01-28 00:00:00
-61313943;34756;239299.13;2017-02-28 00:00:00
-61313754;34756;250000.00;2017-02-28 00:00:00
30308905;32332;16245.88;2017-02-01 00:00:00
-60423425;32332;10310.00;2017-02-01 00:00:00
-60450516;4980;200000.00;2017-02-04 00:00:00
-61455437;759;550000.00;2017-03-11 00:00:00
-61529656;759;530534.97;2017-03-11 00:00:00
-60206429;36673;60000.00;2017-01-13 00:00:00
-61430952;32332;100000.00;2017-03-09 00:00:00
-60426134;49977;776807.45;2017-01-26 00:00:00
-61350046;49977;40000.00;2017-03-02 00:00:00
31132996;49977;40000.00;2017-03-02 00:00:00
30388322;52041;30000.00;2017-02-09 00:00:00
-60718972;52041;30000.00;2017-02-09 00:00:00
31276310;52041;15000.00;2017-03-15 00:00:00
-61508345;52041;15000.00;2017-03-15 00:00:00
-61424148;4918;166000.00;2017-03-07 00:00:00
-61424157;4918;166000.00;2017-03-07 00:00:00
-60293330;14393;100000.00;2017-01-21 00:00:00
-60293493;14393;100000.00;2017-01-21 00:00:00
-60379401;4914;105000.00;2017-01-28 00:00:00
-60379543;4914;139445.98;2017-01-28 00:00:00
-60383067;49587;5000.00;2017-01-29 00:00:00
-60196061;22437;10000.00;2017-01-12 00:00:00
30072065;22437;10000.00;2017-01-12 00:00:00
-60403219;706;187000.00;2017-01-31 00:00:00
-60403485;706;186922.93;2017-01-31 00:00:00
-61363648;14178;500000.00;2017-03-03 00:00:00
-60474471;14178;720000.00;2017-02-07 00:00:00
31174044;14178;500000.00;2017-03-03 00:00:00
31174221;14178;20000.00;2017-03-06 00:00:00
-61407433;14178;702339.36;2017-02-07 00:00:00
-60395444;48889;79510.98;2017-01-30 00:00:00
30281401;48889;40000.00;2017-01-30 00:00:00
-60395359;48889;80000.00;2017-01-30 00:00:00
31077136;4921;101517.72;2017-02-25 00:00:00
-61282947;4921;100000.00;2017-02-25 00:00:00
31077264;4921;0.10;2017-02-25 00:00:00
-61634786;49830;6960.00;2017-03-24 00:00:00
31399003;49830;7173.04;2017-03-24 00:00:00
-61315129;46801;172000.00;2017-02-28 00:00:00
31102589;46801;171298.07;2017-02-28 00:00:00
-60218162;13966;100100.00;2017-01-14 00:00:00
30105014;13966;100051.89;2017-01-14 00:00:00
30087116;13966;0.10;2017-01-14 00:00:00
30280973;46573;4999.00;2017-01-30 00:00:00
-60394146;46573;20000.00;2017-01-30 00:00:00
-60393174;46573;20000.00;2017-01-30 00:00:00
-60185805;49192;1000000.00;2017-01-11 00:00:00
-60425272;49192;1069360.64;2017-01-11 00:00:00
-61403055;47287;154000.00;2017-03-06 00:00:00
31177623;47287;153767.59;2017-03-06 00:00:00
-61636621;47288;45000.00;2017-03-24 00:00:00
-61636530;47288;45000.00;2017-03-24 00:00:00
31399562;47288;30000.00;2017-03-24 00:00:00
-61207895;14622;50000.00;2017-02-17 00:00:00
31004462;14622;68791.46;2017-02-17 00:00:00
-61207975;14622;68791.46;2017-02-17 00:00:00
-61233993;49578;105000.00;2017-02-20 00:00:00
-61182750;47473;60000.00;2017-02-16 00:00:00
-61153989;22630;132159.55;2017-02-14 00:00:00
-61153917;22630;140000.00;2017-02-14 00:00:00
-60478234;34490;10000.00;2017-02-07 00:00:00
30364378;34490;10000.00;2017-02-07 00:00:00
-60478588;34490;10000.00;2017-02-07 00:00:00
-61321500;14386;120000.00;2017-02-28 00:00:00
-60199865;50077;245000.00;2017-01-12 00:00:00
-60199652;50077;245000.00;2017-01-12 00:00:00
-60188628;4699;49547.21;2017-01-11 00:00:00
-60188412;4699;50000.00;2017-01-11 00:00:00
-61584452;22843;60000.00;2017-03-21 00:00:00
-60353522;49592;108000.00;2017-01-26 00:00:00
-61442025;58037;40000.00;2017-03-10 00:00:00
31219084;58037;39946.34;2017-03-10 00:00:00
-60469260;34527;89141.83;2017-02-06 00:00:00
-60384717;47708;10033.00;2017-01-29 00:00:00
-60384770;47708;10026.60;2017-01-29 00:00:00
-60179915;15006;250000.00;2017-01-10 00:00:00
-60261724;32431;152500.00;2017-01-18 00:00:00
-60261939;32431;193329.66;2017-01-18 00:00:00
-61434376;22458;161000.00;2017-03-09 00:00:00
-61350702;49539;40318.86;2017-03-02 00:00:00
-61350930;49539;40318.86;2017-03-02 00:00:00
-60406262;22126;10000.00;2017-01-31 00:00:00
-60406549;22126;40125.32;2017-01-31 00:00:00
-61460172;22125;0.10;2017-03-11 00:00:00
-61459729;22125;96500.00;2017-03-11 00:00:00
31232056;22125;96526.08;2017-03-11 00:00:00
-61339068;16111;40000.00;2017-03-01 00:00:00
31108600;16111;0.10;2017-03-01 00:00:00
31108481;16111;40000.00;2017-03-01 00:00:00
-61154842;5129;23451.76;2017-02-14 00:00:00
-61154634;5129;23400.00;2017-02-14 00:00:00
-61596494;34877;30000.00;2017-03-22 00:00:00
-60483007;34906;100000.00;2017-02-07 00:00:00
-60357874;50076;100000.00;2017-01-26 00:00:00
30074387;34891;0.10;2017-01-12 00:00:00
30074383;34891;4999.00;2017-01-12 00:00:00
-60204102;34891;28700.00;2017-01-12 00:00:00
-60718504;34911;20000.00;2017-02-09 00:00:00
30388190;34911;20000.00;2017-02-09 00:00:00
-61442175;58037;40000.00;2017-03-10 00:00:00
31219095;58037;39946.34;2017-03-10 00:00:00
-61559722;47041;586532.86;2017-03-18 00:00:00
-61547842;47041;592000.00;2017-03-18 00:00:00
-60243433;14393;150000.00;2017-01-17 00:00:00
-60243514;14393;198265.12;2017-01-17 00:00:00
-61341019;34871;70000.00;2017-03-01 00:00:00
31109368;34871;20000.00;2017-03-01 00:00:00
31109252;34871;98353.16;2017-03-01 00:00:00
-61344178;50790;600000.00;2017-03-01 00:00:00
-61334879;50790;600000.00;2017-03-01 00:00:00
31148374;50790;400000.00;2017-03-03 00:00:00
31148477;50790;0.10;2017-03-03 00:00:00
-61522662;49333;495000.00;2017-03-16 00:00:00
-61489366;51891;120000.00;2017-03-14 00:00:00
-61531100;34118;60000.00;2017-03-17 00:00:00
-61310240;-1;287924.53;2017-02-26 00:00:00
-61306876;-1;287924.53;2017-02-26 00:00:00
-61213470;58692;106000.00;2017-02-18 00:00:00
-60176619;52747;40000.00;2017-01-10 00:00:00
-61101910;58122;537137.47;2017-01-26 00:00:00
-61389484;-1;746120.00;2017-03-04 00:00:00
-60349817;14118;100000.00;2017-01-26 00:00:00
-60384531;14118;153621.17;2017-01-29 00:00:00
30324183;59226;0.10;2017-02-03 00:00:00
30324141;59226;57199.00;2017-02-03 00:00:00
-60443150;59226;50000.00;2017-02-03 00:00:00
-60477937;50680;140335.00;2017-02-07 00:00:00
-61482853;50314;299900.00;2017-03-13 00:00:00
-61358456;55662;447993.89;2017-03-02 00:00:00
-60453150;52690;246296.21;2017-02-04 00:00:00
-60452587;52690;206000.00;2017-02-04 00:00:00
-60294237;34706;10000.00;2017-01-21 00:00:00
30172746;34706;10000.00;2017-01-21 00:00:00
-60424465;52559;105400.00;2017-02-01 00:00:00
-60235143;46809;80000.00;2017-01-16 00:00:00
-61194817;57423;1157232.70;2017-02-16 00:00:00
-60308535;57847;100000.00;2017-01-23 00:00:00
30201378;57847;4999.00;2017-01-23 00:00:00
30134279;57844;4999.00;2017-01-18 00:00:00
30134333;57844;0.10;2017-01-18 00:00:00
-61340528;47844;80000.00;2017-03-01 00:00:00
-60213044;50781;410000.00;2017-01-13 00:00:00
-60329982;35023;15000.00;2017-01-24 00:00:00
-61381677;59227;50000.00;2017-03-04 00:00:00
-60163435;49590;70000.00;2017-01-09 00:00:00
-61177331;50734;4999.00;2017-02-15 00:00:00
-61177455;50734;4999.00;2017-02-15 00:00:00
-61177378;50734;4999.00;2017-02-15 00:00:00
-61286748;52701;100000.00;2017-02-25 00:00:00
31171370;4688;7085.48;2017-03-05 00:00:00
-61386240;4688;7100.00;2017-03-05 00:00:00
31103129;50765;0.10;2017-02-28 00:00:00
31103087;50765;9999.00;2017-02-28 00:00:00
-61187200;50765;165000.00;2017-02-16 00:00:00
-60296315;48856;27500.00;2017-01-21 00:00:00
-61552095;59522;300000.00;2017-03-18 00:00:00
31323578;59522;4999.00;2017-03-18 00:00:00
31323604;59522;0.10;2017-03-18 00:00:00
-60165240;22816;600000.00;2017-01-09 00:00:00
-61225236;-1;553459.12;2017-02-20 00:00:00
-61572290;1605;200000.00;2017-03-20 00:00:00
-61623492;1605;244351.76;2017-03-20 00:00:00
-60252317;52693;10000.00;2017-01-17 00:00:00
-61379194;49778;655000.00;2017-03-04 00:00:00
30308341;59225;0.10;2017-02-01 00:00:00
30308245;59225;9999.00;2017-02-01 00:00:00
-60420972;59225;300000.00;2017-02-01 00:00:00
31178924;58227;15000.00;2017-03-06 00:00:00
-61406515;58227;15000.00;2017-03-06 00:00:00
-60370675;49746;545000.00;2017-01-27 00:00:00
-61616223;4866;997506.23;2017-03-23 00:00:00
-61267833;50315;200000.00;2017-02-22 00:00:00
-61268331;50315;549094.68;2017-02-22 00:00:00
-61268729;50315;549094.68;2017-02-22 00:00:00
-61409425;4405;355709.79;2017-03-06 00:00:00
-61398527;4405;358000.00;2017-03-06 00:00:00
31231446;4405;200000.00;2017-03-11 00:00:00
-61452077;4405;239299.13;2017-03-10 00:00:00
31231511;4405;20000.00;2017-03-11 00:00:00
31231546;4405;45000.00;2017-03-11 00:00:00
-61358099;54777;419046.07;2017-03-02 00:00:00
-61358365;54777;500158.61;2017-03-02 00:00:00
31377512;48873;39998.86;2017-03-23 00:00:00
-61615547;48873;40000.00;2017-03-23 00:00:00
-61596478;59562;362768.50;2017-03-22 00:00:00
-61601799;59562;325316.46;2017-03-22 00:00:00
-61598697;59562;325316.46;2017-03-22 00:00:00
-61596252;59562;468000.00;2017-03-22 00:00:00
31364921;59562;275949.37;2017-03-22 00:00:00
-61600519;59562;325316.46;2017-03-22 00:00:00
-61596447;59562;558472.55;2017-03-22 00:00:00
-61604248;59562;1.00;2017-03-22 00:00:00
30388113;50882;10000.00;2017-02-09 00:00:00
-60718317;50882;10000.00;2017-02-09 00:00:00
-61587156;32443;40000.00;2017-03-21 00:00:00
31392055;32443;39998.86;2017-03-21 00:00:00
31392122;32443;0.10;2017-03-21 00:00:00
-60204373;34932;40000.00;2017-01-12 00:00:00
-60909618;49758;4999.00;2017-02-11 00:00:00
30409541;49758;0.10;2017-02-11 00:00:00
30409526;49758;3999.00;2017-02-11 00:00:00
-60366671;50928;79000.00;2017-01-27 00:00:00
